iso3,year,esperance_vie,medecins,uhc,vaccination_dtp3,sante_mentale,services_veterinaires,maladies_animales,vaccination_animale,bien_etre_animal,faune_sauvage,qualite_air,qualite_eau,biodiversite,couverture_forestiere,traitement_eaux_usees,liberte_presse,surveillance_epidemiologique,partage_donnees,preparation_pandemies,gestion_crises
ISR,2000,,,,,,,,,,,,,,7.07024029574861,,,,,,
ISR,2010,,,,,,,,,,,,,,7.11645101663586,,,,,,
ISR,2020,,,,,,,,,,,,,,6.46950092421442,,,,,,
ISR,2026,,,,,,,,,,,,,,6.46950092421442,,,,,,
ITA,2000,,,,,,,,,,,,,,28.3014561169763,,,,,,
ITA,2010,,,,,,,,,,,,,,30.5292204059273,,,,,,
ITA,2020,,,,,,,,,,,,,,32.3489349614665,,,,,,
ITA,2026,,,,,,,,,,,,,,32.8944947923712,,,,,,
JAM,2000,,,,,,,,,,,,,,48.1071098799631,,,,,,
JAM,2010,,,,,,,,,,,,,,51.5650969529086,,,,,,
JAM,2020,,,,,,,,,,,,,,55.1144967682364,,,,,,
JAM,2026,,,,,,,,,,,,,,56.190757156048,,,,,,
JOR,2000,,,,,,,,,,,,,,1.10494106980961,,,,,,
JOR,2010,,,,,,,,,,,,,,1.09822031989187,,,,,,
JOR,2020,,,,,,,,,,,,,,1.09804716534901,,,,,,
JOR,2026,,,,,,,,,,,,,,1.09804716534901,,,,,,
JPN,2000,,,,,,,,,,,,,,68.2469135802469,,,,,,
JPN,2010,,,,,,,,,,,,,,68.4938271604938,,,,,,
JPN,2020,,,,,,,,,,,,,,68.4087791495199,,,,,,
JPN,2026,,,,,,,,,,,,,,68.3957811364628,,,,,,
KAZ,2000,,,,,,,,,,,,,,1.16936170685632,,,,,,
KAZ,2010,,,,,,,,,,,,,,1.14167481572027,,,,,,
KAZ,2020,,,,,,,,,,,,,,1.27965329481053,,,,,,
KAZ,2026,,,,,,,,,,,,,,1.31214516427751,,,,,,
KEN,2000,,,,,,,,,,,,,,6.95995712829884,,,,,,
KEN,2010,,,,,,,,,,,,,,6.35404294198264,,,,,,
KEN,2020,,,,,,,,,,,,,,6.21662477880402,,,,,,
KEN,2026,,,,,,,,,,,,,,6.21662477880402,,,,,,
KGZ,2000,,,,,,,,,,,,,,6.15693430656934,,,,,,
KGZ,2010,,,,,,,,,,,,,,6.41126173096976,,,,,,
KGZ,2020,,,,,,,,,,,,,,6.85808133472367,,,,,,
KGZ,2026,,,,,,,,,,,,,,7.14337851929093,,,,,,
KHM,2000,,,,,,,,,,,,,,61.0752322682982,,,,,,
KHM,2010,,,,,,,,,,,,,,59.988839791525,,,,,,
KHM,2020,,,,,,,,,,,,,,45.7079651031045,,,,,,
KHM,2026,,,,,,,,,,,,,,43.0619759800589,,,,,,
KIR,2000,,,,,,,,,,,,,,1.45679012345679,,,,,,
KIR,2010,,,,,,,,,,,,,,1.45679012345679,,,,,,
KIR,2020,,,,,,,,,,,,,,1.45679012345679,,,,,,
KIR,2026,,,,,,,,,,,,,,1.45679012345679,,,,,,
KNA,2000,,,,,,,,,,,,,,42.3076923076923,,,,,,
KNA,2010,,,,,,,,,,,,,,42.3076923076923,,,,,,
KNA,2020,,,,,,,,,,,,,,42.3076923076923,,,,,,
KNA,2026,,,,,,,,,,,,,,42.3076923076923,,,,,,
KOR,2000,,,,,,,,,,,,,,67.1366369479577,,,,,,
KOR,2010,,,,,,,,,,,,,,65.7098765432099,,,,,,
KOR,2020,,,,,,,,,,,,,,64.4159836065574,,,,,,
KOR,2026,,,,,,,,,,,,,,64.108606557377,,,,,,
KWT,2000,,,,,,,,,,,,,,0.272166105499439,,,,,,
KWT,2010,,,,,,,,,,,,,,0.350729517396184,,,,,,
KWT,2020,,,,,,,,,,,,,,0.350729517396184,,,,,,
KWT,2026,,,,,,,,,,,,,,0.350729517396184,,,,,,
LAO,2000,,,,,,,,,,,,,,75.498266897747,,,,,,
LAO,2010,,,,,,,,,,,,,,73.3990467937608,,,,,,
LAO,2020,,,,,,,,,,,,,,71.9042461005199,,,,,,
LAO,2026,,,,,,,,,,,,,,71.4558058925477,,,,,,
LBN,2000,,,,,,,,,,,,,,13.5073313782991,,,,,,
LBN,2010,,,,,,,,,,,,,,13.4261974584555,,,,,,
LBN,2020,,,,,,,,,,,,,,14.010752688172,,,,,,
LBN,2026,,,,,,,,,,,,,,14.1867057673509,,,,,,
LBR,2000,,,,,,,,,,,,,,85.3679401993355,,,,,,
LBR,2010,,,,,,,,,,,,,,82.2263289036545,,,,,,
LBR,2020,,,,,,,,,,,,,,79.0847176079734,,,,,,
LBR,2026,,,,,,,,,,,,,,78.1422342192691,,,,,,
LBY,2000,,,,,,,,,,,,,,0.123327687918433,,,,,,
LBY,2010,,,,,,,,,,,,,,0.123327687918433,,,,,,
LBY,2020,,,,,,,,,,,,,,0.123327687918433,,,,,,
LBY,2026,,,,,,,,,,,,,,0.123327687918433,,,,,,
LCA,2000,,,,,,,,,,,,,,34.4426229508197,,,,,,
LCA,2010,,,,,,,,,,,,,,34.0491803278688,,,,,,
LCA,2020,,,,,,,,,,,,,,34.0491803278688,,,,,,
LCA,2026,,,,,,,,,,,,,,34.0491803278688,,,,,,
LIE,2000,,,,,,,,,,,,,,41.875,,,,,,
LIE,2010,,,,,,,,,,,,,,41.87,,,,,,
LIE,2020,,,,,,,,,,,,,,41.875,,,,,,
LIE,2026,,,,,,,,,,,,,,41.875,,,,,,
LKA,2000,,,,,,,,,,,,,,34.546643278584,,,,,,
LKA,2010,,,,,,,,,,,,,,33.5452081007814,,,,,,
LKA,2020,,,,,,,,,,,,,,34.1580989330747,,,,,,
LKA,2026,,,,,,,,,,,,,,34.0048496605238,,,,,,
LSO,2000,,,,,,,,,,,,,,1.13702239789196,,,,,,
LSO,2010,,,,,,,,,,,,,,1.13702239789196,,,,,,
LSO,2020,,,,,,,,,,,,,,1.13702239789196,,,,,,
LSO,2026,,,,,,,,,,,,,,1.13702239789196,,,,,,
LTU,2000,,,,,,,,,,,,,,32.2271857051691,,,,,,
LTU,2010,,,,,,,,,,,,,,34.6230554447547,,,,,,
LTU,2020,,,,,,,,,,,,,,35.1485148514851,,,,,,
LTU,2026,,,,,,,,,,,,,,35.2301501597444,,,,,,
LUX,2000,,,,,,,,,,,,,,33.6769652665025,,,,,,
LUX,2010,,,,,,,,,,,,,,34.4538272103664,,,,,,
LUX,2020,,,,,,,,,,,,,,34.4538272103664,,,,,,
LUX,2026,,,,,,,,,,,,,,34.4538272103664,,,,,,
LVA,2000,,,,,,,,,,,,,,52.0835007311939,,,,,,
LVA,2010,,,,,,,,,,,,,,54.1906246484645,,,,,,
LVA,2020,,,,,,,,,,,,,,54.8094166800579,,,,,,
LVA,2026,,,,,,,,,,,,,,54.9959826450265,,,,,,
MAC,2000,,,,,,,,,,,,,,,,,,,,
MAC,2010,,,,,,,,,,,,,,,,,,,,
MAC,2020,,,,,,,,,,,,,,,,,,,,
MAC,2026,,,,,,,,,,,,,,,,,,,,
MAF,2000,,,,,,,,,,,,,,,,,,,,
MAF,2010,,,,,,,,,,,,,,,,,,,,
MAF,2020,,,,,,,,,,,,,,24.8,,,,,,
MAF,2026,,,,,,,,,,,,,,24.8,,,,,,
MAR,2000,,,,,,,,,,,,,,12.3382030024647,,,,,,
MAR,2010,,,,,,,,,,,,,,12.7146986332064,,,,,,
MAR,2020,,,,,,,,,,,,,,12.8668832623796,,,,,,
MAR,2026,,,,,,,,,,,,,,12.9371068787811,,,,,,
MCO,2000,,,,,,,,,,,,,,0.0,,,,,,
MCO,2010,,,,,,,,,,,,,,0.0,,,,,,
MCO,2020,,,,,,,,,,,,,,0.0,,,,,,
MCO,2026,,,,,,,,,,,,,,0.0,,,,,,
MDA,2000,,,,,,,,,,,,,,10.4744525547445,,,,,,
MDA,2010,,,,,,,,,,,,,,11.400304414003,,,,,,
MDA,2020,,,,,,,,,,,,,,11.7532218728523,,,,,,
MDA,2026,,,,,,,,,,,,,,11.7370179167932,,,,,,
MDG,2000,,,,,,,,,,,,,,22.4071774942394,,,,,,
MDG,2010,,,,,,,,,,,,,,21.601231213674,,,,,,
MDG,2020,,,,,,,,,,,,,,21.3644035751117,,,,,,
MDG,2026,,,,,,,,,,,,,,21.2962600550017,,,,,,
MDV,2000,,,,,,,,,,,,,,2.73333333333333,,,,,,
MDV,2010,,,,,,,,,,,,,,2.73333333333333,,,,,,
MDV,2020,,,,,,,,,,,,,,2.73333333333333,,,,,,
MDV,2026,,,,,,,,,,,,,,2.75167785234899,,,,,,
MEX,2000,,,,,,,,,,,,,,35.1764963090614,,,,,,
MEX,2010,,,,,,,,,,,,,,34.4367447722421,,,,,,
MEX,2020,,,,,,,,,,,,,,33.7930502327735,,,,,,
MEX,2026,,,,,,,,,,,,,,33.5959176419147,,,,,,
MHL,2000,,,,,,,,,,,,,,52.2222222222222,,,,,,
MHL,2010,,,,,,,,,,,,,,52.2222222222222,,,,,,
MHL,2020,,,,,,,,,,,,,,52.2222222222222,,,,,,
MHL,2026,,,,,,,,,,,,,,52.2222222222222,,,,,,
MKD,2000,,,,,,,,,,,,,,37.6543452615022,,,,,,
MKD,2010,,,,,,,,,,,,,,38.0820777160983,,,,,,
MKD,2020,,,,,,,,,,,,,,39.7101506740682,,,,,,
MKD,2026,,,,,,,,,,,,,,39.7101506740682,,,,,,
MLI,2000,,,,,,,,,,,,,,10.896663634352,,,,,,
MLI,2010,,,,,,,,,,,,,,10.896663634352,,,,,,
MLI,2020,,,,,,,,,,,,,,10.896663634352,,,,,,
MLI,2026,,,,,,,,,,,,,,10.896663634352,,,,,,
MLT,2000,,,,,,,,,,,,,,1.09375,,,,,,
MLT,2010,,,,,,,,,,,,,,1.09375,,,,,,
MLT,2020,,,,,,,,,,,,,,1.4375,,,,,,
MLT,2026,,,,,,,,,,,,,,1.4375,,,,,,
MMR,2000,,,,,,,,,,,,,,53.3526792545215,,,,,,
MMR,2010,,,,,,,,,,,,,,48.1293818693935,,,,,,
MMR,2020,,,,,,,,,,,,,,43.7340309804342,,,,,,
MMR,2026,,,,,,,,,,,,,,42.4023779245254,,,,,,
MNE,2000,,,,,,,,,,,,,,,,,,,,
MNE,2010,,,,,,,,,,,,,,61.4869888475836,,,,,,
MNE,2020,,,,,,,,,,,,,,61.4869888475836,,,,,,
MNE,2026,,,,,,,,,,,,,,61.4869888475836,,,,,,
MNG,2000,,,,,,,,,,,,,,9.21774776141672,,,,,,
MNG,2010,,,,,,,,,,,,,,9.10805179300629,,,,,,
MNG,2020,,,,,,,,,,,,,,9.09965848797644,,,,,,
MNG,2026,,,,,,,,,,,,,,9.09172405879304,,,,,,
MNP,2000,,,,,,,,,,,,,,69.4782608695652,,,,,,
MNP,2010,,,,,,,,,,,,,,65.9130434782609,,,,,,
MNP,2020,,,,,,,,,,,,,,52.9565217391304,,,,,,
MNP,2026,,,,,,,,,,,,,,52.9565217391304,,,,,,
MOZ,2000,,,,,,,,,,,,,,52.3767135481574,,,,,,
MOZ,2010,,,,,,,,,,,,,,49.5589155370177,,,,,,
MOZ,2020,,,,,,,,,,,,,,46.7251964699,,,,,,
MOZ,2026,,,,,,,,,,,,,,45.8130349195046,,,,,,
MRT,2000,,,,,,,,,,,,,,0.409081206946735,,,,,,
MRT,2010,,,,,,,,,,,,,,0.356301542640924,,,,,,
MRT,2020,,,,,,,,,,,,,,0.303483069758417,,,,,,
MRT,2026,,,,,,,,,,,,,,0.287611138061512,,,,,,
MUS,2000,,,,,,,,,,,,,,20.6551724137931,,,,,,
MUS,2010,,,,,,,,,,,,,,18.9113300492611,,,,,,
MUS,2020,,,,,,,,,,,,,,19.4141211817727,,,,,,
MUS,2026,,,,,,,,,,,,,,19.4742113169755,,,,,,
MWI,2000,,,,,,,,,,,,,,32.6866779804837,,,,,,
MWI,2010,,,,,,,,,,,,,,28.2318625371235,,,,,,
MWI,2020,,,,,,,,,,,,,,23.7770470937633,,,,,,
MWI,2026,,,,,,,,,,,,,,22.4406024607552,,,,,,
MYS,2000,,,,,,,,,,,,,,59.9341043981129,,,,,,
MYS,2010,,,,,,,,,,,,,,57.6705219905646,,,,,,
MYS,2020,,,,,,,,,,,,,,58.1769593669152,,,,,,
MYS,2026,,,,,,,,,,,,,,57.7190381981434,,,,,,
NAM,2000,,,,,,,,,,,,,,9.78887633762101,,,,,,
NAM,2010,,,,,,,,,,,,,,8.92636859429849,,,,,,
NAM,2020,,,,,,,,,,,,,,8.06386570953127,,,,,,
NAM,2026,,,,,,,,,,,,,,7.80511120018463,,,,,,
NCL,2000,,,,,,,,,,,,,,45.8342450765864,,,,,,
NCL,2010,,,,,,,,,,,,,,45.8982494529541,,,,,,
NCL,2020,,,,,,,,,,,,,,45.8435448577681,,,,,,
NCL,2026,,,,,,,,,,,,,,45.8271334792123,,,,,,
NER,2000,,,,,,,,,,,,,,1.04847240862083,,,,,,
NER,2010,,,,,,,,,,,,,,0.950422357306387,,,,,,
NER,2020,,,,,,,,,,,,,,0.852372305991948,,,,,,
NER,2026,,,,,,,,,,,,,,0.822957290597616,,,,,,
NGA,2000,,,,,,,,,,,,,,27.3318620507922,,,,,,
NGA,2010,,,,,,,,,,,,,,25.5388078219529,,,,,,
NGA,2020,,,,,,,,,,,,,,23.7457865322749,,,,,,
NGA,2026,,,,,,,,,,,,,,23.2078900271199,,,,,,
NIC,2000,,,,,,,,,,,,,,44.8672095728768,,,,,,
NIC,2010,,,,,,,,,,,,,,34.8026425128802,,,,,,
NIC,2020,,,,,,,,,,,,,,28.315855077281,,,,,,
NIC,2026,,,,,,,,,,,,,,25.8229183978727,,,,,,
NLD,2000,,,,,,,,,,,,,,10.6486966824645,,,,,,
NLD,2010,,,,,,,,,,,,,,11.0726356359324,,,,,,
NLD,2020,,,,,,,,,,,,,,10.974160974161,,,,,,
NLD,2026,,,,,,,,,,,,,,11.0574428274428,,,,,,
NOR,2000,,,,,,,,,,,,,,33.1641313751903,,,,,,
NOR,2010,,,,,,,,,,,,,,33.1340145217991,,,,,,
NOR,2020,,,,,,,,,,,,,,33.4353596771758,,,,,,
NOR,2026,,,,,,,,,,,,,,33.5009745518434,,,,,,
NPL,2000,,,,,,,,,,,,,,40.3261946285316,,,,,,
NPL,2010,,,,,,,,,,,,,,41.5907220090687,,,,,,
NPL,2020,,,,,,,,,,,,,,41.5907220090687,,,,,,
NPL,2026,,,,,,,,,,,,,,41.5907220090687,,,,,,
NRU,2000,,,,,,,,,,,,,,0.0,,,,,,
NRU,2010,,,,,,,,,,,,,,0.0,,,,,,
NRU,2020,,,,,,,,,,,,,,0.0,,,,,,
NRU,2026,,,,,,,,,,,,,,0.0,,,,,,
NZL,2000,,,,,,,,,,,,,,37.4100489916828,,,,,,
NZL,2010,,,,,,,,,,,,,,37.4012380843872,,,,,,
NZL,2020,,,,,,,,,,,,,,37.5701264669021,,,,,,
NZL,2026,,,,,,,,,,,,,,37.7892841137822,,,,,,
OMN,2000,,,,,,,,,,,,,,0.00969305331179321,,,,,,
OMN,2010,,,,,,,,,,,,,,0.00969305331179321,,,,,,
OMN,2020,,,,,,,,,,,,,,0.00807754442649435,,,,,,
OMN,2026,,,,,,,,,,,,,,0.00762261712439418,,,,,,
PAK,2000,,,,,,,,,,,,,,5.85209111664591,,,,,,
PAK,2010,,,,,,,,,,,,,,5.31046336654213,,,,,,
PAK,2020,,,,,,,,,,,,,,4.83330738895807,,,,,,
PAK,2026,,,,,,,,,,,,,,4.67242631797426,,,,,,
PAN,2000,,,,,,,,,,,,,,59.7543718052193,,,,,,
PAN,2010,,,,,,,,,,,,,,58.2188592951305,,,,,,
PAN,2020,,,,,,,,,,,,,,56.8056079805878,,,,,,
PAN,2026,,,,,,,,,,,,,,56.3439727689404,,,,,,
PER,2000,,,,,,,,,,,,,,58.8264296875,,,,,,
PER,2010,,,,,,,,,,,,,,57.85140625,,,,,,
PER,2020,,,,,,,,,,,,,,56.5081015625,,,,,,
PER,2026,,,,,,,,,,,,,,56.103020234375,,,,,,
PHL,2000,,,,,,,,,,,,,,24.5137337760338,,,,,,
PHL,2010,,,,,,,,,,,,,,22.9389945333199,,,,,,
PHL,2020,,,,,,,,,,,,,,24.1090317604051,,,,,,
PHL,2026,,,,,,,,,,,,,,24.4600731126539,,,,,,
PLW,2000,,,,,,,,,,,,,,86.0434782608696,,,,,,
PLW,2010,,,,,,,,,,,,,,88.1739130434783,,,,,,
PLW,2020,,,,,,,,,,,,,,90.0217391304348,,,,,,
PLW,2026,,,,,,,,,,,,,,90.5434782608696,,,,,,
PNG,2000,,,,,,,,,,,,,,80.1085684317449,,,,,,
PNG,2010,,,,,,,,,,,,,,79.8897789603851,,,,,,
PNG,2020,,,,,,,,,,,,,,79.1762575630438,,,,,,
PNG,2026,,,,,,,,,,,,,,78.9541359360509,,,,,,
POL,2000,,,,,,,,,,,,,,29.5765451043129,,,,,,
POL,2010,,,,,,,,,,,,,,30.4590570719603,,,,,,
POL,2020,,,,,,,,,,,,,,30.9770358997811,,,,,,
POL,2026,,,,,,,,,,,,,,31.0804192379273,,,,,,
PRI,2000,,,,,,,,,,,,,,48.3821871476888,,,,,,
PRI,2010,,,,,,,,,,,,,,55.4058624577227,,,,,,
PRI,2020,,,,,,,,,,,,,,55.95603156708,,,,,,
PRI,2026,,,,,,,,,,,,,,56.1217587373168,,,,,,
PRK,2000,,,,,,,,,,,,,,53.6059297400548,,,,,,
PRK,2010,,,,,,,,,,,,,,51.8427871439249,,,,,,
PRK,2020,,,,,,,,,,,,,,50.0788971015696,,,,,,
PRK,2026,,,,,,,,,,,,,,49.5507017689561,,,,,,
PRT,2000,,,,,,,,,,,,,,35.8579234972678,,,,,,
PRT,2010,,,,,,,,,,,,,,35.5060596134949,,,,,,
PRT,2020,,,,,,,,,,,,,,36.154994891142,,,,,,
PRT,2026,,,,,,,,,,,,,,36.154994891142,,,,,,
PRY,2000,,,,,,,,,,,,,,57.8697457840423,,,,,,
PRY,2010,,,,,,,,,,,,,,49.2580166121319,,,,,,
PRY,2020,,,,,,,,,,,,,,40.5292222501888,,,,,,
PRY,2026,,,,,,,,,,,,,,38.5449252640128,,,,,,
PSE,2000,,,,,,,,,,,,,,1.50830564784053,,,,,,
PSE,2010,,,,,,,,,,,,,,1.65282392026578,,,,,,
PSE,2020,,,,,,,,,,,,,,1.6843853820598,,,,,,
PSE,2026,,,,,,,,,,,,,,1.68298755186722,,,,,,
PYF,2000,,,,,,,,,,,,,,42.7974647075771,,,,,,
PYF,2010,,,,,,,,,,,,,,43.0596369922213,,,,,,
PYF,2020,,,,,,,,,,,,,,43.0596369922213,,,,,,
PYF,2026,,,,,,,,,,,,,,43.0596369922213,,,,,,
QAT,2000,,,,,,,,,,,,,,0.0,,,,,,
QAT,2010,,,,,,,,,,,,,,0.0,,,,,,
QAT,2020,,,,,,,,,,,,,,0.0,,,,,,
QAT,2026,,,,,,,,,,,,,,0.0,,,,,,
ROU,2000,,,,,,,,,,,,,,27.7132036045449,,,,,,
ROU,2010,,,,,,,,,,,,,,28.3199304499022,,,,,,
ROU,2020,,,,,,,,,,,,,,30.1158292767733,,,,,,
ROU,2026,,,,,,,,,,,,,,30.1158292767733,,,,,,
RUS,2000,,,,,,,,,,,,,,49.4018499097143,,,,,,
RUS,2010,,,,,,,,,,,,,,49.7735892145447,,,,,,
RUS,2020,,,,,,,,,,,,,,49.7843605035639,,,,,,
RUS,2026,,,,,,,,,,,,,,49.7843605035639,,,,,,
RWA,2000,,,,,,,,,,,,,,11.6335630320227,,,,,,
RWA,2010,,,,,,,,,,,,,,10.7417916497771,,,,,,
RWA,2020,,,,,,,,,,,,,,11.1876773408999,,,,,,
RWA,2026,,,,,,,,,,,,,,11.3092825293879,,,,,,
SAU,2000,,,,,,,,,,,,,,0.454484134921779,,,,,,
SAU,2010,,,,,,,,,,,,,,0.454484134921779,,,,,,
SAU,2020,,,,,,,,,,,,,,0.454484134921779,,,,,,
SAU,2026,,,,,,,,,,,,,,0.454484134921779,,,,,,
SDN,2000,,,,,,,,,,,,,,,,,,,,
SDN,2010,,,,,,,,,,,,,,,,,,,,
SDN,2020,,,,,,,,,,,,,,9.82869379014989,,,,,,
SDN,2026,,,,,,,,,,,,,,9.55196466809422,,,,,,
SEN,2000,,,,,,,,,,,,,,45.9832753337142,,,,,,
SEN,2010,,,,,,,,,,,,,,43.9835869734587,,,,,,
SEN,2020,,,,,,,,,,,,,,41.9059886770893,,,,,,
SEN,2026,,,,,,,,,,,,,,41.2827091881785,,,,,,
SGP,2000,,,,,,,,,,,,,,25.3932835820895,,,,,,
SGP,2010,,,,,,,,,,,,,,25.2712250712251,,,,,,
SGP,2020,,,,,,,,,,,,,,21.6852367688022,,,,,,
SGP,2026,,,,,,,,,,,,,,20.933147632312,,,,,,
SLB,2000,,,,,,,,,,,,,,90.6609503394069,,,,,,
SLB,2010,,,,,,,,,,,,,,90.399428367274,,,,,,
SLB,2020,,,,,,,,,,,,,,90.1382636655948,,,,,,
SLB,2026,,,,,,,,,,,,,,90.0600214362272,,,,,,
SLE,2000,,,,,,,,,,,,,,40.5850651149903,,,,,,
SLE,2010,,,,,,,,,,,,,,37.8520365752286,,,,,,
SLE,2020,,,,,,,,,,,,,,35.1188694929343,,,,,,
SLE,2026,,,,,,,,,,,,,,34.2988362427265,,,,,,
SLV,2000,,,,,,,,,,,,,,32.523166023166,,,,,,
SLV,2010,,,,,,,,,,,,,,30.3513513513514,,,,,,
SLV,2020,,,,,,,,,,,,,,28.1795366795367,,,,,,
SLV,2026,,,,,,,,,,,,,,27.5279922779923,,,,,,
SMR,2000,,,,,,,,,,,,,,16.6666666666667,,,,,,
SMR,2010,,,,,,,,,,,,,,16.6666666666667,,,,,,
SMR,2020,,,,,,,,,,,,,,16.6666666666667,,,,,,
SMR,2026,,,,,,,,,,,,,,16.6666666666667,,,,,,
SOM,2000,,,,,,,,,,,,,,11.9791500621672,,,,,,
SOM,2010,,,,,,,,,,,,,,10.7557305448401,,,,,,
SOM,2020,,,,,,,,,,,,,,9.53231102751299,,,,,,
SOM,2026,,,,,,,,,,,,,,9.16528517231485,,,,,,
SRB,2000,,,,,,,,,,,,,,,,,,,,
SRB,2010,,,,,,,,,,,,,,31.0198948090556,,,,,,
SRB,2020,,,,,,,,,,,,,,32.3778094898323,,,,,,
SRB,2026,,,,,,,,,,,,,,32.3896349149721,,,,,,
SSD,2000,,,,,,,,,,,,,,,,,,,,
SSD,2010,,,,,,,,,,,,,,,,,,,,
SSD,2020,,,,,,,,,,,,,,11.3256215087114,,,,,,
SSD,2026,,,,,,,,,,,,,,11.3256215087114,,,,,,
STP,2000,,,,,,,,,,,,,,60.7916666666667,,,,,,
STP,2010,,,,,,,,,,,,,,60.5208333333333,,,,,,
STP,2020,,,,,,,,,,,,,,54.0625,,,,,,
STP,2026,,,,,,,,,,,,,,52.125,,,,,,
SUR,2000,,,,,,,,,,,,,,95.5772128187567,,,,,,
SUR,2010,,,,,,,,,,,,,,95.3217109145168,,,,,,
SUR,2020,,,,,,,,,,,,,,94.6764455591856,,,,,,
SUR,2026,,,,,,,,,,,,,,94.44758351333,,,,,,
SVK,2000,,,,,,,,,,,,,,39.5303534303534,,,,,,
SVK,2010,,,,,,,,,,,,,,39.8808508868603,,,,,,
SVK,2020,,,,,,,,,,,,,,40.05615640599,,,,,,
SVK,2026,,,,,,,,,,,,,,40.05615640599,,,,,,
SVN,2000,,,,,,,,,,,,,,61.2214498510427,,,,,,
SVN,2010,,,,,,,,,,,,,,61.8975290625527,,,,,,
SVN,2020,,,,,,,,,,,,,,61.4722591923085,,,,,,
SVN,2026,,,,,,,,,,,,,,61.1748938389332,,,,,,
SWE,2000,,,,,,,,,,,,,,69.1388538853443,,,,,,
SWE,2010,,,,,,,,,,,,,,68.9179080752502,,,,,,
SWE,2020,,,,,,,,,,,,,,68.6996660773915,,,,,,
SWE,2026,,,,,,,,,,,,,,68.7013529108454,,,,,,
SWZ,2000,,,,,,,,,,,,,,27.5162790697674,,,,,,
SWZ,2010,,,,,,,,,,,,,,28.2226744186047,,,,,,
SWZ,2020,,,,,,,,,,,,,,28.9279069767442,,,,,,
SWZ,2026,,,,,,,,,,,,,,29.1389534883721,,,,,,
SXM,2000,,,,,,,,,,,,,,,,,,,,
SXM,2010,,,,,,,,,,,,,,,,,,,,
SXM,2020,,,,,,,,,,,,,,10.8823529411765,,,,,,
SXM,2026,,,,,,,,,,,,,,10.8823529411765,,,,,,
SYC,2000,,,,,,,,,,,,,,73.2608695652174,,,,,,
SYC,2010,,,,,,,,,,,,,,73.2608695652174,,,,,,
SYC,2020,,,,,,,,,,,,,,73.2608695652174,,,,,,
SYC,2026,,,,,,,,,,,,,,73.2608695652174,,,,,,
SYR,2000,,,,,,,,,,,,,,2.35107193383393,,,,,,
SYR,2010,,,,,,,,,,,,,,2.67973642650983,,,,,,
SYR,2020,,,,,,,,,,,,,,2.84310842454937,,,,,,
SYR,2026,,,,,,,,,,,,,,2.84310842454937,,,,,,
TCA,2000,,,,,,,,,,,,,,11.0736842105263,,,,,,
TCA,2010,,,,,,,,,,,,,,11.0736842105263,,,,,,
TCA,2020,,,,,,,,,,,,,,11.0736842105263,,,,,,
TCA,2026,,,,,,,,,,,,,,11.0736842105263,,,,,,
TCD,2000,,,,,,,,,,,,,,5.0452668360864,,,,,,
TCD,2010,,,,,,,,,,,,,,4.39167725540025,,,,,,
TCD,2020,,,,,,,,,,,,,,3.42519059720457,,,,,,
TCD,2026,,,,,,,,,,,,,,3.16103105146125,,,,,,
TGO,2000,,,,,,,,,,,,,,23.3216400073543,,,,,,
TGO,2010,,,,,,,,,,,,,,22.7775326346755,,,,,,
TGO,2020,,,,,,,,,,,,,,22.2333149476007,,,,,,
TGO,2026,,,,,,,,,,,,,,22.0700496414782,,,,,,
THA,2000,,,,,,,,,,,,,,37.1860870246041,,,,,,
THA,2010,,,,,,,,,,,,,,39.290258176907,,,,,,
THA,2020,,,,,,,,,,,,,,38.8987844741529,,,,,,
THA,2026,,,,,,,,,,,,,,38.6873886746658,,,,,,
TJK,2000,,,,,,,,,,,,,,2.92940840240069,,,,,,
TJK,2010,,,,,,,,,,,,,,2.92940840240069,,,,,,
TJK,2020,,,,,,,,,,,,,,3.0535341162908,,,,,,
TJK,2026,,,,,,,,,,,,,,3.07514950644859,,,,,,
TKM,2000,,,,,,,,,,,,,,8.78215904496414,,,,,,
TKM,2010,,,,,,,,,,,,,,8.78215904496414,,,,,,
TKM,2020,,,,,,,,,,,,,,8.78215904496414,,,,,,
TKM,2026,,,,,,,,,,,,,,8.78215904496414,,,,,,
TLS,2000,,,,,,,,,,,,,,63.8264963012777,,,,,,
TLS,2010,,,,,,,,,,,,,,62.8850033624748,,,,,,
TLS,2020,,,,,,,,,,,,,,61.9435104236718,,,,,,
TLS,2026,,,,,,,,,,,,,,61.6610625420309,,,,,,
TON,2000,,,,,,,,,,,,,,12.4305555555556,,,,,,
TON,2010,,,,,,,,,,,,,,12.4305555555556,,,,,,
TON,2020,,,,,,,,,,,,,,12.4305555555556,,,,,,
TON,2026,,,,,,,,,,,,,,12.4305555555556,,,,,,
TTO,2000,,,,,,,,,,,,,,46.130604288499,,,,,,
TTO,2010,,,,,,,,,,,,,,45.3040935672515,,,,,,
TTO,2020,,,,,,,,,,,,,,44.4814814814815,,,,,,
TTO,2026,,,,,,,,,,,,,,44.2358674463938,,,,,,
TUN,2000,,,,,,,,,,,,,,4.29872554067971,,,,,,
TUN,2010,,,,,,,,,,,,,,4.42475540679712,,,,,,
TUN,2020,,,,,,,,,,,,,,4.52323635427395,,,,,,
TUN,2026,,,,,,,,,,,,,,4.55278063851699,,,,,,
TUR,2000,,,,,,,,,,,,,,26.1792679599288,,,,,,
