Année,Semestre,Région mondiale,Pays,Division administrative,Maladie,Génotype/sérotype/sous-type,Catégorie animale,Event_id,Espèce,Outbreak_id,Nouveaux foyers,Sensibles,Unités de mesure,Cas,Mis à mort et éliminés,Abattus/mis a mort à des fins commerciales,Morts,Vaccinés
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeju","Influenza A de haute pathogénicité (Inf. par les virus de l') (autres que les volailles, y compris les oiseaux sauvages) (2017-)","H5N8",Tous,-,"",-,2,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeju","Paenibacillus larvae (Inf. des abeilles mellifères à) (Loque américaine)","",Domestique,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeju","Paenibacillus larvae (Inf. des abeilles mellifères à) (Loque américaine)","",Domestique,-,"Abeilles",-,-,30,-,1,-,-,1,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeju","Paratuberculose","",Domestique,-,"",-,9,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeju","Paratuberculose","",Domestique,-,"Bovins",-,-,683,Animal,12,-,-,0,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeju","Syndrome dysgénésique et respiratoire du porc  (Inf. par le virus du)","",Domestique,-,"",-,7,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeju","Syndrome dysgénésique et respiratoire du porc  (Inf. par le virus du)","",Domestique,-,"Suidés",-,-,55110,-,13,-,-,7,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeju","Taylorella equigenitalis (Inf. à) (Métrite contagieuse équine)","",Domestique,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeju","Taylorella equigenitalis (Inf. à) (Métrite contagieuse équine)","",Domestique,-,"Equidés",-,-,1,-,1,-,-,-,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollabuk-do","Bronchite infectieuse aviaire","",Domestique,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollabuk-do","Bronchite infectieuse aviaire","",Domestique,-,"Oiseaux",-,-,30000,-,200,-,-,150,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollabuk-do","Brucella abortus (Inf. à)","",Domestique,-,"",-,7,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollabuk-do","Brucella abortus (Inf. à)","",Domestique,-,"Bovins",-,-,1235,-,26,-,-,0,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollabuk-do","Bursite infectieuse (maladie de Gumboro)","not typed",Domestique,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollabuk-do","Bursite infectieuse (maladie de Gumboro)","not typed",Domestique,-,"Oiseaux",-,-,23000,-,300,-,-,216,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollabuk-do","Influenza A de haute pathogénicité (Inf. par les virus de l') (autres que les volailles, y compris les oiseaux sauvages) (2017-)","H5N8",Sauvage,-,"Canard mandarin",-,-,21,Animal,16,0,0,0,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollabuk-do","Influenza A de haute pathogénicité (Inf. par les virus de l') (autres que les volailles, y compris les oiseaux sauvages) (2017-)","H5N8",Sauvage,-,"Canard colvert",-,-,-,Animal,3,0,0,0,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollabuk-do","Influenza A de haute pathogénicité (Inf. par les virus de l') (autres que les volailles, y compris les oiseaux sauvages) (2017-)","H5N8",Tous,-,"",-,4,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollabuk-do","Influenza aviaire de haute pathogénicité (Inf. par les virus de l') (volailles)","H5N8",Domestique,-,"",-,9,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollabuk-do","Influenza aviaire de haute pathogénicité (Inf. par les virus de l') (volailles)","H5N8",Domestique,-,"Oiseaux",-,-,220174,Animal,307,219868,0,300,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollabuk-do","Laryngotrachéite infectieuse aviaire","",Domestique,-,"",-,2,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollabuk-do","Laryngotrachéite infectieuse aviaire","",Domestique,-,"Oiseaux",-,-,80500,-,1010,-,-,810,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollabuk-do","Melissococcus plutonius (Inf. des abeilles mellifères à) (Loque européenne)","",Domestique,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollabuk-do","Melissococcus plutonius (Inf. des abeilles mellifères à) (Loque européenne)","",Domestique,-,"Abeilles",-,-,11,-,5,-,-,0,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollabuk-do","Mycobacterium tuberculosis (Inf. par le complexe) (2019-)","",Domestique,-,"",-,12,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollabuk-do","Mycobacterium tuberculosis (Inf. par le complexe) (2019-)","",Domestique,-,"Bovins",-,-,6082,-,113,-,-,0,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollabuk-do","Paenibacillus larvae (Inf. des abeilles mellifères à) (Loque américaine)","",Domestique,-,"",-,2,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollabuk-do","Paenibacillus larvae (Inf. des abeilles mellifères à) (Loque américaine)","",Domestique,-,"Abeilles",-,-,211,-,35,-,-,0,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollabuk-do","Syndrome des points blancs  (Inf. par le virus du)","",Domestique,-,"Crevette blanche du Pacifique",-,-,1300000,Animal,1300000,-,-,1300000,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollabuk-do","Syndrome des points blancs  (Inf. par le virus du)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollabuk-do","Syndrome dysgénésique et respiratoire du porc  (Inf. par le virus du)","",Domestique,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollabuk-do","Syndrome dysgénésique et respiratoire du porc  (Inf. par le virus du)","",Domestique,-,"Suidés",-,-,1159,-,8,-,-,7,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollanam-do","Brucella abortus (Inf. à)","",Domestique,-,"",-,67,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollanam-do","Brucella abortus (Inf. à)","",Domestique,-,"Bovins",-,-,7594,-,356,-,-,0,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollanam-do","Influenza A de haute pathogénicité (Inf. par les virus de l') (autres que les volailles, y compris les oiseaux sauvages) (2017-)","H5N8",Sauvage,-,"Canard mandarin",-,-,-,Animal,9,0,0,0,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollanam-do","Influenza A de haute pathogénicité (Inf. par les virus de l') (autres que les volailles, y compris les oiseaux sauvages) (2017-)","H5N8",Sauvage,-,"Grande Aigrette",-,-,-,Animal,1,0,0,1,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollanam-do","Influenza A de haute pathogénicité (Inf. par les virus de l') (autres que les volailles, y compris les oiseaux sauvages) (2017-)","H5N8",Sauvage,-,"Grue moine",-,-,-,Animal,1,0,0,1,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollanam-do","Influenza A de haute pathogénicité (Inf. par les virus de l') (autres que les volailles, y compris les oiseaux sauvages) (2017-)","H5N8",Sauvage,-,"Héron cendré",-,-,-,Animal,1,0,0,1,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollanam-do","Influenza A de haute pathogénicité (Inf. par les virus de l') (autres que les volailles, y compris les oiseaux sauvages) (2017-)","H5N8",Sauvage,-,"Oie des moissons",-,-,-,Animal,1,0,0,1,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollanam-do","Influenza A de haute pathogénicité (Inf. par les virus de l') (autres que les volailles, y compris les oiseaux sauvages) (2017-)","H5N8",Sauvage,-,"Oie rieuse",-,-,-,Animal,1,0,0,1,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollanam-do","Influenza A de haute pathogénicité (Inf. par les virus de l') (autres que les volailles, y compris les oiseaux sauvages) (2017-)","H5N8",Sauvage,-,"Spatule blanche",-,-,-,Animal,1,0,0,1,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollanam-do","Influenza A de haute pathogénicité (Inf. par les virus de l') (autres que les volailles, y compris les oiseaux sauvages) (2017-)","H5N8",Tous,-,"",-,8,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollanam-do","Influenza aviaire de haute pathogénicité (Inf. par les virus de l') (volailles)","H5N8",Domestique,-,"",-,9,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollanam-do","Influenza aviaire de haute pathogénicité (Inf. par les virus de l') (volailles)","H5N8",Domestique,-,"Oiseaux",-,-,175373,Animal,50,175323,0,50,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollanam-do","Mycobacterium tuberculosis (Inf. par le complexe) (2019-)","",Domestique,-,"",-,23,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollanam-do","Mycobacterium tuberculosis (Inf. par le complexe) (2019-)","",Domestique,-,"Bovins",-,-,3004,-,122,-,-,0,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollanam-do","Mycobacterium tuberculosis (Inf. par le complexe) (2019-)","",Domestique,-,"Camélidés",-,-,478,-,77,-,-,0,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollanam-do","Syndrome dysgénésique et respiratoire du porc  (Inf. par le virus du)","",Domestique,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Jeollanam-do","Syndrome dysgénésique et respiratoire du porc  (Inf. par le virus du)","",Domestique,-,"Suidés",-,-,17944,-,6,-,-,0,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Sejong","Mycobacterium tuberculosis (Inf. par le complexe) (2019-)","",Domestique,-,"",-,2,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Sejong","Mycobacterium tuberculosis (Inf. par le complexe) (2019-)","",Domestique,-,"Bovins",-,-,48,-,3,-,-,0,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Seoul","Influenza A de haute pathogénicité (Inf. par les virus de l') (autres que les volailles, y compris les oiseaux sauvages) (2017-)","H5N8",Sauvage,-,"Grande Aigrette",-,-,-,Animal,3,0,0,3,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Seoul","Influenza A de haute pathogénicité (Inf. par les virus de l') (autres que les volailles, y compris les oiseaux sauvages) (2017-)","H5N8",Tous,-,"",-,3,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Ulsan","Influenza A de haute pathogénicité (Inf. par les virus de l') (autres que les volailles, y compris les oiseaux sauvages) (2017-)","H5N8",Sauvage,-,"Canard mandarin",-,-,-,Animal,1,0,0,0,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Ulsan","Influenza A de haute pathogénicité (Inf. par les virus de l') (autres que les volailles, y compris les oiseaux sauvages) (2017-)","H5N8",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Ulsan","Mycobacterium tuberculosis (Inf. par le complexe) (2019-)","",Domestique,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Ulsan","Mycobacterium tuberculosis (Inf. par le complexe) (2019-)","",Domestique,-,"Bovins",-,-,97,-,10,-,-,0,-
2020,Juil-Déc 2020,Asie,Corée (Rép. de),"Ulsan","Mycobacterium tuberculosis (Inf. par le complexe) (2019-)","",Domestique,-,"Camélidés",-,-,31,-,13,-,-,2,-
2020,Juil-Déc 2020,Asie,Emirats arabes unis,"Abu Dhabi","Paratuberculose","",Domestique,-,"Ovins et caprins (cheptel mixte)",-,-,393,Animal,6,0,0,0,0
2020,Juil-Déc 2020,Asie,Emirats arabes unis,"Abu Dhabi","Paratuberculose","",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Emirats arabes unis,"Abu Dhabi","Peste des petits ruminants (Inf. par le virus de la)","",Sauvage,-,"Gazelle des montagnes",-,-,300,Animal,6,5,0,1,0
2020,Juil-Déc 2020,Asie,Emirats arabes unis,"Abu Dhabi","Peste des petits ruminants (Inf. par le virus de la)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Emirats arabes unis,"Ajman","Brucella melitensis (Inf. à)","",Domestique,-,"Ovins et caprins (cheptel mixte)",-,-,107,Animal,3,3,0,0,0
2020,Juil-Déc 2020,Asie,Emirats arabes unis,"Ajman","Brucella melitensis (Inf. à)","",Domestique,-,"Ovins",-,-,7,Animal,1,1,0,0,0
2020,Juil-Déc 2020,Asie,Emirats arabes unis,"Ajman","Brucella melitensis (Inf. à)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Emirats arabes unis,"Dubai","Peste des petits ruminants (Inf. par le virus de la)","",Domestique,-,"Caprins",-,-,4000,Animal,20,15,0,5,-
2020,Juil-Déc 2020,Asie,Emirats arabes unis,"Dubai","Peste des petits ruminants (Inf. par le virus de la)","",Sauvage,-,"Gazelle Dama",-,-,12,Animal,3,1,0,2,0
2020,Juil-Déc 2020,Asie,Emirats arabes unis,"Dubai","Peste des petits ruminants (Inf. par le virus de la)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Emirats arabes unis,"Fujairah","Brucella melitensis (Inf. à)","",Domestique,-,"Caprins",-,-,6,Animal,1,1,0,0,0
2020,Juil-Déc 2020,Asie,Emirats arabes unis,"Fujairah","Brucella melitensis (Inf. à)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Emirats arabes unis,"Fujairah","Paratuberculose","",Domestique,-,"Caprins",-,-,23,Animal,1,0,0,0,0
2020,Juil-Déc 2020,Asie,Emirats arabes unis,"Fujairah","Paratuberculose","",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Emirats arabes unis,"Ras Al-Khaimah","Brucella melitensis (Inf. à)","",Domestique,-,"Bovins",-,-,500,Animal,1,1,0,0,0
2020,Juil-Déc 2020,Asie,Emirats arabes unis,"Ras Al-Khaimah","Brucella melitensis (Inf. à)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Emirats arabes unis,"Ras Al-Khaimah","Paratuberculose","",Domestique,-,"Ovins et caprins (cheptel mixte)",-,-,32,Animal,1,0,0,0,0
2020,Juil-Déc 2020,Asie,Emirats arabes unis,"Ras Al-Khaimah","Paratuberculose","",Domestique,-,"Caprins",-,-,20,Animal,1,0,0,0,0
2020,Juil-Déc 2020,Asie,Emirats arabes unis,"Ras Al-Khaimah","Paratuberculose","",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Emirats arabes unis,"Sharjah","Paratuberculose","",Domestique,-,"Caprins",-,-,55,Animal,2,0,0,0,0
2020,Juil-Déc 2020,Asie,Emirats arabes unis,"Sharjah","Paratuberculose","",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Hong Kong,"Central and Western","SARS-CoV-2 chez les animaux (Inf. par le)",-,Domestique,3253,"Chats",75079,1,1,Animal,1,0,0,0,-
2020,Juil-Déc 2020,Asie,Hong Kong,"Hong Kong","Batrachochytrium dendrobatidis (Inf. à) (2009-)","",Sauvage,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Hong Kong,"Hong Kong","Batrachochytrium dendrobatidis (Inf. à) (2009-)","",Sauvage,-,"Quasipaa exilispinosa (fau)",-,-,-,Animal,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Hong Kong,"Hong Kong","Syndrome dysgénésique et respiratoire du porc  (Inf. par le virus du)","",Domestique,-,"",-,37,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Hong Kong,"Hong Kong","Syndrome dysgénésique et respiratoire du porc  (Inf. par le virus du)","",Domestique,-,"Suidés",-,-,2377,Animal,438,-,19,204,-
2020,Juil-Déc 2020,Asie,Hong Kong,"Islands","SARS-CoV-2 chez les animaux (Inf. par le)",-,Domestique,3403,"Chiens",79466,1,14,Animal,1,0,0,0,-
2020,Juil-Déc 2020,Asie,Hong Kong,"Islands","SARS-CoV-2 chez les animaux (Inf. par le)",-,Domestique,3403,"Chats",78962,1,2,Animal,1,0,0,0,-
2020,Juil-Déc 2020,Asie,Hong Kong,"Kwun Tong","SARS-CoV-2 chez les animaux (Inf. par le)",-,Domestique,3403,"Chats",80108,1,1,Animal,1,0,0,0,-
2020,Juil-Déc 2020,Asie,Hong Kong,"Sai Kung","Dermatose nodulaire contagieuse (Inf. par le virus de la)","",Sauvage,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Hong Kong,"Sai Kung","Dermatose nodulaire contagieuse (Inf. par le virus de la)","",Sauvage,-,"Bos taurus",-,-,-,Animal,-,4,0,-,-
2020,Juil-Déc 2020,Asie,Hong Kong,"Sham Shui Po","SARS-CoV-2 chez les animaux (Inf. par le)",-,Domestique,3253,"Chiens",75359,1,1,Animal,1,0,0,0,-
2020,Juil-Déc 2020,Asie,Hong Kong,"Tsuen Wan","SARS-CoV-2 chez les animaux (Inf. par le)",-,Domestique,3253,"Chiens",75432,1,1,Animal,1,0,0,0,-
2020,Juil-Déc 2020,Asie,Hong Kong,"Tsuen Wan","SARS-CoV-2 chez les animaux (Inf. par le)",-,Domestique,3253,"Chats",75358,1,1,Animal,1,0,0,0,-
2020,Juil-Déc 2020,Asie,Hong Kong,"Tsuen Wan","SARS-CoV-2 chez les animaux (Inf. par le)",-,Domestique,3403,"Chiens",-,2,3,Animal,2,0,0,0,-
2020,Juil-Déc 2020,Asie,Hong Kong,"Tuen Mun","SARS-CoV-2 chez les animaux (Inf. par le)",-,Domestique,3253,"Chats",75431,1,1,Animal,1,0,0,0,-
2020,Juil-Déc 2020,Asie,Hong Kong,"Wong Tai Sin","SARS-CoV-2 chez les animaux (Inf. par le)",-,Domestique,3253,"Chats",75573,1,1,Animal,1,0,0,0,-
2020,Juil-Déc 2020,Asie,Hong Kong,"Yau Tsim Mong","SARS-CoV-2 chez les animaux (Inf. par le)",-,Domestique,3403,"Chiens",79467,1,1,Animal,1,0,0,0,-
2020,Juil-Déc 2020,Asie,Hong Kong,"Yau Tsim Mong","SARS-CoV-2 chez les animaux (Inf. par le)",-,Domestique,3253,"Chats",75357,1,1,Animal,1,0,0,0,-
2020,Juil-Déc 2020,Asie,Inde,"Andaman and Nicobar","Bursite infectieuse (maladie de Gumboro)","not sampled",Domestique,-,"Oiseaux",-,-,-,Animal,2461,-,-,99,17166
2020,Juil-Déc 2020,Asie,Inde,"Andaman and Nicobar","Maladie de Newcastle  (Inf. par le virus de la)","",Domestique,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Inde,"Andaman and Nicobar","Maladie de Newcastle  (Inf. par le virus de la)","",Domestique,-,"Oiseaux",-,-,-,Animal,700,-,-,100,59313
2020,Juil-Déc 2020,Asie,Inde,"Andhra Pradesh","Fièvre charbonneuse","",Domestique,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Inde,"Andhra Pradesh","Fièvre charbonneuse","",Domestique,-,"Ovins et caprins (cheptel mixte)",-,-,2400,Animal,3,-,-,3,-
2020,Juil-Déc 2020,Asie,Inde,"Assam","Fièvre aphteuse  (Inf. par le virus de la)","not sampled",Domestique,-,"",-,7,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Inde,"Assam","Fièvre aphteuse  (Inf. par le virus de la)","not sampled",Domestique,-,"Bovins",-,-,-,Animal,332,-,-,-,-
2020,Juil-Déc 2020,Asie,Inde,"Dadra and Nagar Haveli","Fièvre aphteuse  (Inf. par le virus de la)","O",Domestique,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Inde,"Dadra and Nagar Haveli","Fièvre aphteuse  (Inf. par le virus de la)","O",Domestique,-,"Bovins",-,-,-,Animal,76,-,-,-,-
2020,Juil-Déc 2020,Asie,Inde,"Haryana","Burkholderia mallei (Morve) (Inf. à)","",Domestique,-,"",-,2,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Inde,"Haryana","Burkholderia mallei (Morve) (Inf. à)","",Domestique,-,"Equidés",-,-,60,Animal,2,-,-,2,-
2020,Juil-Déc 2020,Asie,Inde,"Haryana","Bursite infectieuse (maladie de Gumboro)","not sampled",Domestique,-,"",-,36,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Inde,"Haryana","Bursite infectieuse (maladie de Gumboro)","not sampled",Domestique,-,"Oiseaux",-,-,238700,Animal,9960,-,-,2547,-
2020,Juil-Déc 2020,Asie,Inde,"Haryana","Maladie de Newcastle  (Inf. par le virus de la)","",Domestique,-,"",-,9,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Inde,"Haryana","Maladie de Newcastle  (Inf. par le virus de la)","",Domestique,-,"Oiseaux",-,-,64500,Animal,1850,-,-,128,-
2020,Juil-Déc 2020,Asie,Inde,"Haryana","Peste des petits ruminants (Inf. par le virus de la)","",Domestique,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Inde,"Haryana","Peste des petits ruminants (Inf. par le virus de la)","",Domestique,-,"Ovins et caprins (cheptel mixte)",-,-,60,Animal,60,-,-,4,-
2020,Juil-Déc 2020,Asie,Inde,"Haryana","Peste porcine classique  (Inf. par le virus de la)","",Domestique,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Inde,"Haryana","Peste porcine classique  (Inf. par le virus de la)","",Domestique,-,"Suidés",-,-,400,Animal,23,-,-,7,-
2020,Juil-Déc 2020,Asie,Inde,"Haryana","Pleuropneumonie contagieuse caprine","",Domestique,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Inde,"Haryana","Pleuropneumonie contagieuse caprine","",Domestique,-,"Ovins et caprins (cheptel mixte)",-,-,150,Animal,5,-,-,5,-
2020,Juil-Déc 2020,Asie,Inde,"Haryana","Theileria annulata, Theileria orientalis et Theileria parva (Inf. à)","",Domestique,-,"",-,2,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Inde,"Haryana","Theileria annulata, Theileria orientalis et Theileria parva (Inf. à)","",Domestique,-,"Bovins",-,-,120,Animal,13,-,-,13,-
2020,Juil-Déc 2020,Asie,Inde,"Jharkhand","Fièvre aphteuse  (Inf. par le virus de la)","not sampled",Domestique,-,"",-,6,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Inde,"Jharkhand","Fièvre aphteuse  (Inf. par le virus de la)","not sampled",Domestique,-,"Bovins",-,-,3068,Animal,104,-,-,4,-
2020,Juil-Déc 2020,Asie,Inde,"Jharkhand","Fièvre aphteuse  (Inf. par le virus de la)","not sampled",Domestique,-,"Buffles",-,-,58,Animal,3,-,-,-,-
2020,Juil-Déc 2020,Asie,Inde,"Karnataka","Clavelée et variole caprine","",Domestique,-,"",-,2,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Inde,"Karnataka","Clavelée et variole caprine","",Domestique,-,"Ovins et caprins (cheptel mixte)",-,-,-,Animal,31,-,-,5,-
2020,Juil-Déc 2020,Asie,Inde,"Karnataka","Fièvre aphteuse  (Inf. par le virus de la)","not sampled",Domestique,-,"",-,2,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Inde,"Karnataka","Fièvre aphteuse  (Inf. par le virus de la)","not sampled",Domestique,-,"Bovins",-,-,538,Animal,28,-,-,2,-
2020,Juil-Déc 2020,Asie,Inde,"Karnataka","Fièvre aphteuse  (Inf. par le virus de la)","O",Domestique,-,"",-,2,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Inde,"Karnataka","Fièvre aphteuse  (Inf. par le virus de la)","O",Domestique,-,"Bovins",-,-,791,Animal,20,-,-,-,-
2020,Juil-Déc 2020,Asie,Inde,"Karnataka","Fièvre catarrhale ovine (Inf. par le virus de la)","not sampled",Domestique,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Inde,"Karnataka","Fièvre catarrhale ovine (Inf. par le virus de la)","not sampled",Domestique,-,"Ovins et caprins (cheptel mixte)",-,-,23263,Animal,55,-,-,-,22565
2020,Juil-Déc 2020,Asie,Inde,"Karnataka","Fièvre charbonneuse","",Domestique,-,"",-,2,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Inde,"Karnataka","Fièvre charbonneuse","",Domestique,-,"Bovins",-,-,1557,Animal,2,-,-,2,1510
2020,Juil-Déc 2020,Asie,Inde,"Karnataka","Fièvre charbonneuse","",Domestique,-,"Ovins et caprins (cheptel mixte)",-,-,-,Animal,6,-,-,6,-
2020,Juil-Déc 2020,Asie,Inde,"Kerala","Fièvre aphteuse  (Inf. par le virus de la)","not sampled",Domestique,-,"",-,7,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Inde,"Kerala","Fièvre aphteuse  (Inf. par le virus de la)","not sampled",Domestique,-,"Bovins",-,-,9118,Animal,177,-,-,-,-
2020,Juil-Déc 2020,Asie,Inde,"Kerala","Fièvre aphteuse  (Inf. par le virus de la)","O",Domestique,-,"",-,8,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Inde,"Kerala","Fièvre aphteuse  (Inf. par le virus de la)","O",Domestique,-,"Bovins",-,-,6228,Animal,66,-,-,11,-
2020,Juil-Déc 2020,Asie,Inde,"Kerala","Fièvre aphteuse  (Inf. par le virus de la)","O",Domestique,-,"Buffles",-,-,1103,Animal,18,-,-,8,-
2020,Juil-Déc 2020,Asie,Inde,"Kerala","Influenza aviaire de haute pathogénicité (Inf. par les virus de l') (volailles)","H5N8",Domestique,-,"",-,6,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Inde,"Kerala","Influenza aviaire de haute pathogénicité (Inf. par les virus de l') (volailles)","H5N8",Domestique,-,"Oiseaux",-,-,103277,Animal,39618,68717,-,34560,-
2020,Juil-Déc 2020,Asie,Inde,"Madhya Pradesh","Influenza A de haute pathogénicité (Inf. par les virus de l') (autres que les volailles, y compris les oiseaux sauvages) (2017-)","H5N8",Sauvage,-,"",-,1,-,-,-,-,-,-,-
2020,Juil-Déc 2020,Asie,Inde,"Madhya Pradesh","Influenza A de haute pathogénicité (Inf. par les virus de l') (autres que les volailles, y compris les oiseaux sauvages) (2017-)","H5N8",Sauvage,-,"Corbeau familier",-,-,-,Animal,154,-,-,154,-
2020,Juil-Déc 2020,Asie,Inde,"Madhya Pradesh","Influenza A de haute pathogénicité (Inf. par les virus de l') (autres que les volailles, y compris les oiseaux sauvages) (2017-)","H5N8",Sauvage,-,"Corbeau à gros bec",-,-,-,Animal,1,-,-,1,-
