Année,Semestre,Région mondiale,Pays,Division administrative,Maladie,Génotype/sérotype/sous-type,Catégorie animale,Event_id,Espèce,Outbreak_id,Nouveaux foyers,Sensibles,Unités de mesure,Cas,Mis à mort et éliminés,Abattus/mis a mort à des fins commerciales,Morts,Vaccinés
2010,Jan-Jui 2010,Europe,Russie,"Krasnoyarskiy Kray","Maladie de Marek (-2011)","",Domestique,-,"Oiseaux",-,-,-,Animal,53,-,-,53,-
2010,Jan-Jui 2010,Europe,Russie,"Krasnoyarskiy Kray","Melissococcus plutonius (Inf. des abeilles mellifères à) (Loque européenne)","",Domestique,-,"Abeilles",-,-,-,Hives,12,-,-,12,-
2010,Jan-Jui 2010,Europe,Russie,"Krasnoyarskiy Kray","Melissococcus plutonius (Inf. des abeilles mellifères à) (Loque européenne)","",Tous,-,"",-,7,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Krasnoyarskiy Kray","Rage (Inf. par le virus de la)","",Domestique,-,"Chiens",-,-,-,Animal,17,-,-,17,-
2010,Jan-Jui 2010,Europe,Russie,"Krasnoyarskiy Kray","Rage (Inf. par le virus de la)","",Domestique,-,"Chats",-,-,-,Animal,4,-,-,4,-
2010,Jan-Jui 2010,Europe,Russie,"Krasnoyarskiy Kray","Rage (Inf. par le virus de la)","",Sauvage,-,"Faune sauvage (espèce non spécifiée)",-,-,-,Animal,4,-,-,4,-
2010,Jan-Jui 2010,Europe,Russie,"Krasnoyarskiy Kray","Rage (Inf. par le virus de la)","",Tous,-,"",-,13,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Krasnoyarskiy Kray","Tuberculose bovine (-2018)","",Domestique,-,"Bovins",-,-,-,Animal,4,4,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Krasnoyarskiy Kray","Typhose aviaire","",Domestique,-,"Oiseaux",-,-,-,Animal,2,-,-,2,-
2010,Jan-Jui 2010,Europe,Russie,"Krasnoyarskiy Kray","Typhose aviaire","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Krasnoyarskiy Kray","Varroa spp. (Inf. des abeilles mellifères par) (Varroose)","",Domestique,-,"Abeilles",-,-,-,Hives,614,-,-,614,-
2010,Jan-Jui 2010,Europe,Russie,"Krasnoyarskiy Kray","Varroa spp. (Inf. des abeilles mellifères par) (Varroose)","",Tous,-,"",-,147,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Kurganskaya Oblast","Anémie infectieuse des équidés","",Domestique,-,"Equidés",-,-,-,Animal,14,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Kurganskaya Oblast","Anémie infectieuse des équidés","",Tous,-,"",-,7,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Kurganskaya Oblast","Épididymite ovine (Brucella ovis)","",Domestique,-,"Ovins",-,-,-,Animal,1,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Kurganskaya Oblast","Épididymite ovine (Brucella ovis)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Kurganskaya Oblast","Leptospirose","",Domestique,-,"Bovins",-,-,-,Animal,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Kurganskaya Oblast","Leucose bovine enzootique","",Domestique,-,"Bovins",-,-,-,Animal,735,2,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Kurganskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Chiens",-,-,-,Animal,11,-,-,11,-
2010,Jan-Jui 2010,Europe,Russie,"Kurganskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Equidés",-,-,-,Animal,1,-,-,1,-
2010,Jan-Jui 2010,Europe,Russie,"Kurganskaya Oblast","Rage (Inf. par le virus de la)","",Sauvage,-,"Faune sauvage (espèce non spécifiée)",-,-,-,Animal,48,-,-,48,-
2010,Jan-Jui 2010,Europe,Russie,"Kurganskaya Oblast","Rage (Inf. par le virus de la)","",Tous,-,"",-,60,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Kurskaya Oblast","Anémie infectieuse des équidés","",Domestique,-,"Equidés",-,-,-,Animal,44,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Kurskaya Oblast","Choléra aviaire (-2011)","",Domestique,-,"Oiseaux",-,-,-,Animal,18,-,-,7,-
2010,Jan-Jui 2010,Europe,Russie,"Kurskaya Oblast","Choléra aviaire (-2011)","",Tous,-,"",-,3,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Kurskaya Oblast","Leucose bovine enzootique","",Domestique,-,"Bovins",-,-,-,Animal,303,201,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Kurskaya Oblast","Melissococcus plutonius (Inf. des abeilles mellifères à) (Loque européenne)","",Domestique,-,"Abeilles",-,-,-,Hives,1,-,-,1,-
2010,Jan-Jui 2010,Europe,Russie,"Kurskaya Oblast","Melissococcus plutonius (Inf. des abeilles mellifères à) (Loque européenne)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Kurskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Chats",-,-,-,Animal,4,-,-,4,-
2010,Jan-Jui 2010,Europe,Russie,"Kurskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Chiens",-,-,-,Animal,4,-,-,4,-
2010,Jan-Jui 2010,Europe,Russie,"Kurskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Bovins",-,-,-,Animal,2,-,-,2,-
2010,Jan-Jui 2010,Europe,Russie,"Kurskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Suidés",-,-,-,Animal,1,-,-,1,-
2010,Jan-Jui 2010,Europe,Russie,"Kurskaya Oblast","Rage (Inf. par le virus de la)","",Sauvage,-,"Faune sauvage (espèce non spécifiée)",-,-,-,Animal,15,-,-,15,-
2010,Jan-Jui 2010,Europe,Russie,"Kurskaya Oblast","Rage (Inf. par le virus de la)","",Tous,-,"",-,25,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Kurskaya Oblast","Syndrome dysgénésique et respiratoire du porc  (Inf. par le virus du)","",Domestique,-,"Suidés",-,-,-,Animal,278,-,-,187,-
2010,Jan-Jui 2010,Europe,Russie,"Kurskaya Oblast","Syndrome dysgénésique et respiratoire du porc  (Inf. par le virus du)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Kurskaya Oblast","Tuberculose bovine (-2018)","",Domestique,-,"Bovins",-,-,-,Animal,14,14,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Kurskaya Oblast","Typhose aviaire","",Domestique,-,"Oiseaux",-,-,-,Animal,2,-,-,2,-
2010,Jan-Jui 2010,Europe,Russie,"Kurskaya Oblast","Typhose aviaire","",Tous,-,"",-,2,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Leningradskaya Oblast","Acarapis woodi (Inf. des abeilles mellifères par)","",Domestique,-,"Abeilles",-,-,-,Hives,4,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Leningradskaya Oblast","Acarapis woodi (Inf. des abeilles mellifères par)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Leningradskaya Oblast","Leucose bovine enzootique","",Domestique,-,"Bovins",-,-,-,Animal,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Leningradskaya Oblast","Peste porcine africaine  (Inf. par le virus de la)","",Domestique,-,"Suidés",-,-,-,Animal,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Leningradskaya Oblast","Typhose aviaire","",Domestique,-,"Oiseaux",-,-,-,Animal,2,-,-,2,-
2010,Jan-Jui 2010,Europe,Russie,"Leningradskaya Oblast","Varroa spp. (Inf. des abeilles mellifères par) (Varroose)","",Domestique,-,"Abeilles",-,-,-,Hives,35,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Leningradskaya Oblast","Varroa spp. (Inf. des abeilles mellifères par) (Varroose)","",Tous,-,"",-,11,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Lipetskaya Oblast","Choléra aviaire (-2011)","",Domestique,-,"Oiseaux",-,-,-,Animal,42,-,-,11,-
2010,Jan-Jui 2010,Europe,Russie,"Lipetskaya Oblast","Choléra aviaire (-2011)","",Tous,-,"",-,5,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Lipetskaya Oblast","Épididymite ovine (Brucella ovis)","",Domestique,-,"Ovins",-,-,-,Animal,20,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Lipetskaya Oblast","Épididymite ovine (Brucella ovis)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Lipetskaya Oblast","Leucose bovine enzootique","",Domestique,-,"Bovins",-,-,-,Animal,131,121,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Lipetskaya Oblast","Pestivirus bovins (Diarrhée virale bovine) (Inf. par des)","",Domestique,-,"Bovins",-,-,-,Animal,101,-,-,26,-
2010,Jan-Jui 2010,Europe,Russie,"Lipetskaya Oblast","Pestivirus bovins (Diarrhée virale bovine) (Inf. par des)","",Tous,-,"",-,12,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Lipetskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Chiens",-,-,-,Animal,3,-,-,3,-
2010,Jan-Jui 2010,Europe,Russie,"Lipetskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Bovins",-,-,-,Animal,2,-,-,2,-
2010,Jan-Jui 2010,Europe,Russie,"Lipetskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Chats",-,-,-,Animal,1,-,-,1,-
2010,Jan-Jui 2010,Europe,Russie,"Lipetskaya Oblast","Rage (Inf. par le virus de la)","",Sauvage,-,"Faune sauvage (espèce non spécifiée)",-,-,-,Animal,18,-,-,18,-
2010,Jan-Jui 2010,Europe,Russie,"Lipetskaya Oblast","Rage (Inf. par le virus de la)","",Tous,-,"",-,24,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Lipetskaya Oblast","Salmonellose (S. abortusovis)","",Domestique,-,"Ovins",-,-,-,Animal,1,-,-,1,-
2010,Jan-Jui 2010,Europe,Russie,"Lipetskaya Oblast","Salmonellose (S. abortusovis)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Lipetskaya Oblast","Typhose aviaire","",Domestique,-,"Oiseaux",-,-,-,Animal,107,-,-,41,-
2010,Jan-Jui 2010,Europe,Russie,"Lipetskaya Oblast","Typhose aviaire","",Tous,-,"",-,8,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Magadanskaya Oblast","Leucose bovine enzootique","",Domestique,-,"Bovins",-,-,-,Animal,42,18,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Moskovskaya Oblast","Brucella melitensis (Inf. à)","",Domestique,-,"Ovins et caprins (cheptel mixte)",-,-,-,Animal,16,16,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Moskovskaya Oblast","Brucella melitensis (Inf. à)","",Tous,-,"",-,2,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Moskovskaya Oblast","Influenza aviaire de haute pathogénicité (Inf. par les virus de l') (volailles)","H5N1",Sauvage,-,"Faune sauvage (espèce non spécifiée)",-,-,-,Animal,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Moskovskaya Oblast","Leucose bovine enzootique","",Domestique,-,"Bovins",-,-,-,Animal,2337,1457,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Moskovskaya Oblast","Leucose bovine enzootique","",Tous,-,"",-,3,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Moskovskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Chiens",-,-,-,Animal,10,-,-,10,-
2010,Jan-Jui 2010,Europe,Russie,"Moskovskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Chats",-,-,-,Animal,2,-,-,2,-
2010,Jan-Jui 2010,Europe,Russie,"Moskovskaya Oblast","Rage (Inf. par le virus de la)","",Sauvage,-,"Faune sauvage (espèce non spécifiée)",-,-,-,Animal,69,-,-,69,-
2010,Jan-Jui 2010,Europe,Russie,"Moskovskaya Oblast","Rage (Inf. par le virus de la)","",Tous,-,"",-,65,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Moskovskaya Oblast","Tuberculose bovine (-2018)","",Domestique,-,"Bovins",-,-,-,Animal,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Moskovskaya Oblast","Typhose aviaire","",Domestique,-,"Oiseaux",-,-,-,Animal,5,-,-,5,-
2010,Jan-Jui 2010,Europe,Russie,"Moskovskaya Oblast","Typhose aviaire","",Tous,-,"",-,2,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Murmanskaya Oblast","Leucose bovine enzootique","",Domestique,-,"Bovins",-,-,-,Animal,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Nenetskiy Avtonomnyy Okrug","Rage (Inf. par le virus de la)","",Domestique,-,"Cervidés",-,-,-,Animal,6,-,-,6,-
2010,Jan-Jui 2010,Europe,Russie,"Nenetskiy Avtonomnyy Okrug","Rage (Inf. par le virus de la)","",Sauvage,-,"Faune sauvage (espèce non spécifiée)",-,-,-,Animal,3,-,-,3,-
2010,Jan-Jui 2010,Europe,Russie,"Nenetskiy Avtonomnyy Okrug","Rage (Inf. par le virus de la)","",Tous,-,"",-,4,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Nizhegorodskaya Oblast","Brucella melitensis (Inf. à)","",Domestique,-,"Ovins et caprins (cheptel mixte)",-,-,-,Animal,1,1,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Nizhegorodskaya Oblast","Brucella melitensis (Inf. à)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Nizhegorodskaya Oblast","Lagovirus pathogènes du lapin (Inf. par des) (Maladie hémorragique du lapin)","",Domestique,-,"Lapins",-,-,-,Animal,6,-,-,6,-
2010,Jan-Jui 2010,Europe,Russie,"Nizhegorodskaya Oblast","Lagovirus pathogènes du lapin (Inf. par des) (Maladie hémorragique du lapin)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Nizhegorodskaya Oblast","Leucose bovine enzootique","",Domestique,-,"Bovins",-,-,-,Animal,30,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Nizhegorodskaya Oblast","Myxomatose","",Domestique,-,"Lapins",-,-,-,Animal,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Nizhegorodskaya Oblast","Myxomatose","",Domestique,-,"Lapins/lièvres (groupe mixte)",-,-,-,Animal,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Nizhegorodskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Chats",-,-,-,Animal,7,-,-,7,-
2010,Jan-Jui 2010,Europe,Russie,"Nizhegorodskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Chiens",-,-,-,Animal,7,-,-,7,-
2010,Jan-Jui 2010,Europe,Russie,"Nizhegorodskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Bovins",-,-,-,Animal,3,-,-,3,-
2010,Jan-Jui 2010,Europe,Russie,"Nizhegorodskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Ovins et caprins (cheptel mixte)",-,-,-,Animal,1,-,-,1,-
2010,Jan-Jui 2010,Europe,Russie,"Nizhegorodskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Suidés",-,-,-,Animal,1,-,-,1,-
2010,Jan-Jui 2010,Europe,Russie,"Nizhegorodskaya Oblast","Rage (Inf. par le virus de la)","",Sauvage,-,"Faune sauvage (espèce non spécifiée)",-,-,-,Animal,55,-,-,55,-
2010,Jan-Jui 2010,Europe,Russie,"Nizhegorodskaya Oblast","Rage (Inf. par le virus de la)","",Tous,-,"",-,59,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Novgorodskaya Oblast","Leucose bovine enzootique","",Domestique,-,"Bovins",-,-,-,Animal,28,8,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Novgorodskaya Oblast","Varroa spp. (Inf. des abeilles mellifères par) (Varroose)","",Domestique,-,"Abeilles",-,-,-,Hives,99,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Novosibirskaya Oblast","Anémie infectieuse des équidés","",Domestique,-,"Equidés",-,-,-,Animal,7,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Novosibirskaya Oblast","Brucella melitensis (Inf. à)","",Domestique,-,"Ovins et caprins (cheptel mixte)",-,-,-,Animal,5,5,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Novosibirskaya Oblast","Brucella melitensis (Inf. à)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Novosibirskaya Oblast","Choléra aviaire (-2011)","",Domestique,-,"Oiseaux",-,-,-,Animal,15,-,-,10,-
2010,Jan-Jui 2010,Europe,Russie,"Novosibirskaya Oblast","Choléra aviaire (-2011)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Novosibirskaya Oblast","Lagovirus pathogènes du lapin (Inf. par des) (Maladie hémorragique du lapin)","",Domestique,-,"Lapins",-,-,-,Animal,6,-,-,6,-
2010,Jan-Jui 2010,Europe,Russie,"Novosibirskaya Oblast","Lagovirus pathogènes du lapin (Inf. par des) (Maladie hémorragique du lapin)","",Tous,-,"",-,2,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Novosibirskaya Oblast","Leucose bovine enzootique","",Domestique,-,"Bovins",-,-,-,Animal,229,78,-,16,-
2010,Jan-Jui 2010,Europe,Russie,"Novosibirskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Bovins",-,-,-,Animal,24,-,-,24,-
2010,Jan-Jui 2010,Europe,Russie,"Novosibirskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Ovins et caprins (cheptel mixte)",-,-,-,Animal,7,-,-,7,-
2010,Jan-Jui 2010,Europe,Russie,"Novosibirskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Chiens",-,-,-,Animal,3,-,-,3,-
2010,Jan-Jui 2010,Europe,Russie,"Novosibirskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Equidés",-,-,-,Animal,3,-,-,3,-
2010,Jan-Jui 2010,Europe,Russie,"Novosibirskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Suidés",-,-,-,Animal,3,-,-,3,-
2010,Jan-Jui 2010,Europe,Russie,"Novosibirskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Chats",-,-,-,Animal,1,-,-,1,-
2010,Jan-Jui 2010,Europe,Russie,"Novosibirskaya Oblast","Rage (Inf. par le virus de la)","",Sauvage,-,"Faune sauvage (espèce non spécifiée)",-,-,-,Animal,58,-,-,58,-
2010,Jan-Jui 2010,Europe,Russie,"Novosibirskaya Oblast","Rage (Inf. par le virus de la)","",Tous,-,"",-,68,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Novosibirskaya Oblast","Theileria equi et Babesia caballi (Inf. à) (Piroplasmose équine)","",Domestique,-,"Equidés",-,-,-,Animal,1,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Novosibirskaya Oblast","Theileria equi et Babesia caballi (Inf. à) (Piroplasmose équine)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Novosibirskaya Oblast","Tuberculose bovine (-2018)","",Domestique,-,"Bovins",-,-,-,Animal,74,74,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Omskaya Oblast","Anémie infectieuse des équidés","",Domestique,-,"Equidés",-,-,-,Animal,71,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Omskaya Oblast","Anémie infectieuse des équidés","",Tous,-,"",-,16,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Omskaya Oblast","Brucella abortus (Inf. à)","",Domestique,-,"Bovins",-,-,-,Animal,13,13,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Omskaya Oblast","Brucella abortus (Inf. à)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Omskaya Oblast","Brucella melitensis (Inf. à)","",Domestique,-,"Ovins et caprins (cheptel mixte)",-,-,-,Animal,39,39,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Omskaya Oblast","Brucella melitensis (Inf. à)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Omskaya Oblast","Leptospirose","",Domestique,-,"Bovins",-,-,-,Animal,51,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Omskaya Oblast","Leucose bovine enzootique","",Domestique,-,"Bovins",-,-,-,Animal,379,104,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Omskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Chiens",-,-,-,Animal,3,-,-,3,-
2010,Jan-Jui 2010,Europe,Russie,"Omskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Equidés",-,-,-,Animal,3,-,-,3,-
2010,Jan-Jui 2010,Europe,Russie,"Omskaya Oblast","Rage (Inf. par le virus de la)","",Sauvage,-,"Faune sauvage (espèce non spécifiée)",-,-,-,Animal,19,-,-,19,-
2010,Jan-Jui 2010,Europe,Russie,"Omskaya Oblast","Rage (Inf. par le virus de la)","",Tous,-,"",-,25,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Omskaya Oblast","Rhinotrachéite infectieuse bovine/vulvovaginite pustuleuse infectieuse","",Domestique,-,"Bovins",-,-,-,Animal,15,-,-,15,-
2010,Jan-Jui 2010,Europe,Russie,"Omskaya Oblast","Rhinotrachéite infectieuse bovine/vulvovaginite pustuleuse infectieuse","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Omskaya Oblast","Trypanosoma equiperdum (Inf. à) (Dourine)","",Domestique,-,"Equidés",-,-,-,Animal,22,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Omskaya Oblast","Tuberculose bovine (-2018)","",Domestique,-,"Bovins",-,-,-,Animal,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Orenburgskaya Oblast","Brucella abortus (Inf. à)","",Domestique,-,"Bovins",-,-,-,Animal,5,5,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Orenburgskaya Oblast","Brucella abortus (Inf. à)","",Tous,-,"",-,3,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Orenburgskaya Oblast","Choléra aviaire (-2011)","",Domestique,-,"Oiseaux",-,-,-,Animal,62,-,-,16,-
2010,Jan-Jui 2010,Europe,Russie,"Orenburgskaya Oblast","Choléra aviaire (-2011)","",Tous,-,"",-,3,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Orenburgskaya Oblast","Leucose bovine enzootique","",Domestique,-,"Bovins",-,-,-,Animal,92,82,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Orenburgskaya Oblast","Pullorose","",Domestique,-,"Oiseaux",-,-,-,Animal,14,-,-,8,-
2010,Jan-Jui 2010,Europe,Russie,"Orenburgskaya Oblast","Pullorose","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Orenburgskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Bovins",-,-,-,Animal,20,-,-,20,-
2010,Jan-Jui 2010,Europe,Russie,"Orenburgskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Chiens",-,-,-,Animal,10,-,-,10,-
2010,Jan-Jui 2010,Europe,Russie,"Orenburgskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Ovins et caprins (cheptel mixte)",-,-,-,Animal,4,-,-,4,-
2010,Jan-Jui 2010,Europe,Russie,"Orenburgskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Equidés",-,-,-,Animal,1,-,-,1,-
2010,Jan-Jui 2010,Europe,Russie,"Orenburgskaya Oblast","Rage (Inf. par le virus de la)","",Sauvage,-,"Faune sauvage (espèce non spécifiée)",-,-,-,Animal,9,-,-,9,-
2010,Jan-Jui 2010,Europe,Russie,"Orenburgskaya Oblast","Rage (Inf. par le virus de la)","",Tous,-,"",-,31,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Orenburgskaya Oblast","Typhose aviaire","",Domestique,-,"Oiseaux",-,-,-,Animal,71,-,-,71,-
2010,Jan-Jui 2010,Europe,Russie,"Orenburgskaya Oblast","Typhose aviaire","",Tous,-,"",-,3,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Orlovskaya Oblast","Leucose bovine enzootique","",Tous,-,"",-,4,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Orlovskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Chiens",-,-,-,Animal,4,-,-,4,-
2010,Jan-Jui 2010,Europe,Russie,"Orlovskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Chats",-,-,-,Animal,3,-,-,3,-
2010,Jan-Jui 2010,Europe,Russie,"Orlovskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Bovins",-,-,-,Animal,1,-,-,1,-
2010,Jan-Jui 2010,Europe,Russie,"Orlovskaya Oblast","Rage (Inf. par le virus de la)","",Domestique,-,"Ovins et caprins (cheptel mixte)",-,-,-,Animal,1,-,-,1,-
2010,Jan-Jui 2010,Europe,Russie,"Orlovskaya Oblast","Rage (Inf. par le virus de la)","",Sauvage,-,"Faune sauvage (espèce non spécifiée)",-,-,-,Animal,8,-,-,8,-
2010,Jan-Jui 2010,Europe,Russie,"Orlovskaya Oblast","Rage (Inf. par le virus de la)","",Tous,-,"",-,17,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Orlovskaya Oblast","Tuberculose bovine (-2018)","",Domestique,-,"Bovins",-,-,-,Animal,308,163,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Orlovskaya Oblast","Tuberculose bovine (-2018)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Penzenskaya Oblast","Brucella abortus (Inf. à)","",Domestique,-,"Bovins",-,-,-,Animal,30,30,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Penzenskaya Oblast","Brucella abortus (Inf. à)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Penzenskaya Oblast","Leucose bovine enzootique","",Domestique,-,"Bovins",-,-,-,Animal,579,192,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Penzenskaya Oblast","Leucose bovine enzootique","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Europe,Russie,"Penzenskaya Oblast","Mycoplasma gallisepticum (Inf. à) (Mycoplasmose aviaire)","",Domestique,-,"Oiseaux",-,-,-,Animal,34000,-,-,920,-
